fid,X,FECHA,HORA,MES,N,UBICACION,CRUCE,UBICACION_CRUCE,NUCLEO,ALCOHOLEMIA,GRAVEDAD,HERIDO_HOSP-24,HERIDO_HOSP+24,FALLECIDOS,ALCANCE,ATROPELLO,CAIDA,CHOQUE,COLISION,MARCHA_ATRAS,SALIDA_DE_VIA,SIN_CLASIF,VUELCO,AUTOR_DESC,N_VEHÍC,TURISMO,FURGON,CAMION,AUTOBUS,MOTOCICLET,CICLOMOTOR,BICICLETA,VMP,PEATON,ANIMAL,OTROS,DIA_SEMANA,DESNIVEL,TIPO_VIA,SENTIDO_UNICO,CARRILES_SENTIDO,VELOCIDAD_TRAMO,AÑO,Horario_Sol_AMANECER,Horario_Sol_OCASO,Aemet_prec
"260",2.5403091,2020/07/18,10:30:00,JULIO,"10",CL CORDOVA,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2020",06:37,21:14,"0,0"
"261",2.5372687,2020/07/18,19:05:00,JULIO,"6",CL ALT,FALSO,,MAGALUF,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2020",06:37,21:14,"0,0"
"262",2.5898794,2020/07/18,13:00:00,JULIO,,PLATJA ILLETES,FALSO,,CAS CATALA-SES ILLETES,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2020",06:37,21:14,"0,0"
"263",2.5366648,2020/07/18,12:00:00,JULIO,"44",PS MAR,FALSO,,PALMANOVA,Negativa,HERIDO_HOSP-24,"1","0","0",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2020",06:37,21:14,"0,0"
"264",2.5363682,2020/07/19,09:00:00,JULIO,"5",CL GERMANS MONTCADA,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2020",06:38,21:13,"0,0"
"265",2.5300601,2020/07/19,13:00:00,JULIO,,AV BADIA DE PALMA,FALSO,,BADIA DE PALMA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2020",06:38,21:13,"0,0"
"266",2.5325711,2020/07/20,23:55:00,JULIO,"18",AV CAS SABONERS,FALSO,,MAGALUF,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2020",06:39,21:13,"0,0"
"267",2.5754714,2020/07/20,12:30:00,JULIO,"5",CL SAMANIEGO,FALSO,,PORTALS NOUS,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2020",06:39,21:13,"0,0"
"268",2.46904749190446,2020/07/20,11:20:00,JULIO,,CL GALATZO,FALSO,,ES CAPDELLA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2020",06:39,21:13,"0,0"
"269",2.5231069,2020/07/21,09:30:00,JULIO,,CM PORRASSA,VERDADERO,PASSEIG CALVIA,MAGALUF,Negativa,HERIDO_HOSP-24,"2","0","0",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",,,,,,"2020",06:39,21:12,"0,0"
"270",2.5394793,2020/07/21,18:50:00,JULIO,"7",AV PLATJA,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",,,,,,"2020",06:39,21:12,"0,0"
"271",2.5828034,2020/07/22,17:30:00,JULIO,,CL PUIG DES CAPITA,FALSO,,BENDINAT,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2020",06:40,21:11,"0,0"
"272",2.4819333,2020/07/24,10:35:00,JULIO,"4",GV PUIG DE GALATZO,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2020",06:42,21:09,"0,0"
"273",2.4679529,2020/07/24,12:00:00,JULIO,"9",CL COMA,FALSO,,COSTA DE LA CALMA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2020",06:42,21:09,"0,0"
"274",2.5805402,2020/07/24,14:00:00,JULIO,,CL CALIFORNIA,FALSO,,BENDINAT,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2020",06:42,21:09,"0,0"
"275",2.4879988,2020/07/25,13:20:00,JULIO,,CL RIU SIL,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"2",VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2020",06:43,21:09,"0,0"
"276",2.4840807,2020/07/25,19:00:00,JULIO,"13",AV SANTA PONSA,FALSO,,SANTA PONSA,Positivo,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2020",06:43,21:09,"0,0"
"277",2.5936262,2020/07/25,19:20:00,JULIO,,CL ARXIDUC,VERDADERO,PASSEIG CALVIA,CAS CATALA-SES ILLETES,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2020",06:43,21:09,"0,0"
"278",2.5909636,2020/07/27,15:35:00,JULIO,"7",CL ARXIDUC,FALSO,,BENDINAT,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2020",06:45,21:07,"0,0"
"279",2.4878126,2020/07/28,11:40:00,JULIO,"117",AV REI JAUME I,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",,,,,,"2020",06:45,21:06,"0,0"
"280",2.5066876,2020/07/28,17:30:00,JULIO,,CL MAR MEDITERRANIA,VERDADERO,CL MAGDALENA,SON BUGADELLES,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",,,,,,"2020",06:45,21:06,"0,0"
"281",2.5388421,2020/07/29,09:35:00,JULIO,"16",PS MAR,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2020",06:46,21:05,"0,0"
"282",2.5946002,2020/07/30,16:30:00,JULIO,"2",CL BARRANC,FALSO,,CAS CATALA-SES ILLETES,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2020",06:47,21:04,"0,0"
"283",2.5310916,2020/07/30,21:30:00,JULIO,,CL BLANC,FALSO,,MAGALUF,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2020",06:47,21:04,"0,0"
"284",2.471692,2020/07/30,13:45:00,JULIO,"27",VI CREU,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2020",06:47,21:04,"0,0"
"285",2.5270878,2020/07/30,20:27:00,JULIO,,CL QUEVEDO,FALSO,,MAGALUF,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2020",06:47,21:04,"0,0"
"286",2.4874999,2020/07/30,09:00:00,JULIO,"25",CL RIU SIL,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2020",06:47,21:04,"0,0"
"287",2.4690465,2020/07/31,03:25:00,JULIO,,CL COLL DE N'ESTEVE,FALSO,,ES CAPDELLA,Positivo,HERIDO_HOSP+24,"0","1","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2020",06:48,21:03,"0,0"
"288",2.5375528,2020/07/31,19:25:00,JULIO,"9",CL PUNTA BALENA,FALSO,,MAGALUF,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2020",06:48,21:03,"0,0"
"289",2.5900033,2020/08/01,18:30:00,AGOSTO,"50",PS ILLETES,FALSO,,CAS CATALA-SES ILLETES,Negativa,HERIDO_HOSP-24,"2","0","0",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2020",06:49,21:02,"0,0"
"290",2.5324475,2020/08/01,12:05:00,AGOSTO,"1",AV NOTARI ALEMANY,FALSO,,MAGALUF,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,"7",,,,,,"2020",06:49,21:02,"0,0"
"291",2.4738939,2020/08/01,07:30:00,AGOSTO,,AV SANTA PONSA,VERDADERO,CL PUIG DE LA SIRVI,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2020",06:49,21:02,"0,0"
"292",2.5142221,2020/08/02,09:50:00,AGOSTO,"5",CM QUARTERADES,FALSO,,CALVIA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2020",06:50,21:01,"0,0"
"293",2.4859086,2020/08/03,11:50:00,AGOSTO,"111",AV REI JAUME I,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2020",06:51,21:00,"0,0"
"294",2.5203964,2020/08/04,18:35:00,AGOSTO,"2",AV MALLORCA,FALSO,,SOL DE MALLORCA,Negativa,HERIDO_HOSP-24,"2","0","0",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",,,,,,"2020",06:52,20:58,"0,0"
"295",2.4862326,2020/08/05,11:20:00,AGOSTO,"113",AV REI JAUME I,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2020",06:53,20:57,"0,0"
"296",2.4737397,2020/08/05,07:45:00,AGOSTO,"9",CL RAMON DE MONTCADA,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2020",06:53,20:57,"0,0"
"297",2.5812452,2020/08/05,18:50:00,AGOSTO,"32",AV ROSSEGADA,FALSO,,BENDINAT,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2020",06:53,20:57,"0,0"
"298",2.4873752,2020/08/05,12:05:00,AGOSTO,"8",CL RIU SIL,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"4",,,,,,"2020",06:53,20:57,"0,0"
"299",2.5406041,2020/08/06,11:20:00,AGOSTO,"10",CL CORDOVA,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2020",06:54,20:56,"0,0"
"300",2.4849261,2020/08/06,10:35:00,AGOSTO,"109",AV REI JAUME I,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2020",06:54,20:56,"0,0"
"301",2.4812533,2020/08/07,17:50:00,AGOSTO,"1",CL GRAN VIA,FALSO,,EL TORO,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2020",06:55,20:55,"0,0"
"302",2.541381,2020/08/07,03:00:00,AGOSTO,"6",CL S. MIQUEL LIRIA,FALSO,,MAGALUF,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2020",06:55,20:55,"0,0"
"303",2.5363166,2020/08/07,07:00:00,AGOSTO,"46",PS MAR,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2020",06:55,20:55,"0,0"
"304",2.5132529,2020/08/07,17:20:00,AGOSTO,,CR CALA FIGUERA,FALSO,,SON FERRER,Negativa,HERIDO_HOSP-24,"2","0","0",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2020",06:55,20:55,"0,0"
"305",2.533653,2020/08/07,07:30:00,AGOSTO,"9",AV NOTARI ALEMANY,FALSO,,MAGALUF,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2020",06:55,20:55,"0,0"
"306",2.4848402,2020/08/08,09:40:00,AGOSTO,"109",AV REI JAUME I,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2020",06:56,20:54,"0,0"
"307",2.4879075,2020/08/08,18:30:00,AGOSTO,"122",AV REI JAUME I,FALSO,,SANTA PONSA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2020",06:56,20:54,"0,0"
"308",2.5642242,2020/08/09,17:25:00,AGOSTO,,CL BENITO J. FEIJOO,FALSO,,COSTA DEN BLANES,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2020",06:56,20:53,"0,0"
"309",2.5265068,2020/08/09,20:05:00,AGOSTO,,PASSEIG CALVIA,FALSO,,MAGALUF,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2020",06:56,20:53,"0,0"
"310",2.4398676,2020/08/09,22:55:00,AGOSTO,"2",AV PEGUERA,FALSO,,PAGUERA,Positivo,HERIDO_HOSP+24,"0","1","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",,,,,,"2020",06:56,20:53,"0,0"
"311",2.513645,2020/08/10,12:50:00,AGOSTO,,CR MAGALUF-S.PONSA,FALSO,,SON FERRER,Negativa,HERIDO_HOSP-24,"5","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2020",06:57,20:51,"0,0"
"312",2.535988,2020/08/10,09:10:00,AGOSTO,,CL FEDERICO GARCIA LORCA,FALSO,,MAGALUF,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2020",06:57,20:51,"0,0"
"313",2.4969336,2020/08/10,08:25:00,AGOSTO,,CM SON PILLO,FALSO,,CALVIA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"1",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2020",06:57,20:51,"0,0"
"314",2.4739394,2020/08/10,17:45:00,AGOSTO,"54",AV REI JAUME I,FALSO,,SANTA PONSA,Negativa,HERIDO_HOSP-24,"3","0","0",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"3",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",,,,,,"2020",06:57,20:51,"0,0"
"315",2.5209851,2020/08/13,16:45:00,AGOSTO,,CM SON PILLO,FALSO,,MAGALUF,Negativa,HERIDO_HOSP-24,"1","0","0",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2020",07:00,20:48,"0,0"
"316",2.4566093,2020/08/13,12:30:00,AGOSTO,,CL ADOLFO COLOMAR SCHOPKER,FALSO,,PAGUERA,Positivo,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2020",07:00,20:48,"0,0"
"317",2.5308143,2020/08/13,00:15:00,AGOSTO,"39",AV CAS SABONERS,FALSO,,PALMANOVA,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"5",,,,,,"2020",07:00,20:48,"0,0"
"318",2.444889,2020/08/14,10:30:00,AGOSTO,,CR CALA FORNELLS,FALSO,,PAGUERA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"1",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"6",,,,,,"2020",07:01,20:46,"0,0"
"319",2.5439876,2020/08/15,15:00:00,AGOSTO,,AV SON CALIU,FALSO,,PALMANOVA,Negativa,Sin Heridos,"0","0","0",FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2020",07:02,20:45,"0,0"
"320",2.5958708,2020/08/15,01:45:00,AGOSTO,,CR ANDRATX,FALSO,,CAS CATALA-SES ILLETES,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",VERDADERO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,"7",,,,,,"2020",07:02,20:45,"0,0"
"321",2.592138,2020/08/15,13:00:00,AGOSTO,"7800",CR ANDRATX,VERDADERO,PASSEIG CALVIA,CAS CATALA-SES ILLETES,Negativa,HERIDO_HOSP-24,"1","0","0",FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,"2",FALSO,VERDADERO,FALSO,FALSO,FALSO,FALSO,FALSO,VERDADERO,FALSO,FALSO,FALSO,"7",,,,,,"2020",07:02,20:45,"0,0"
