gid;hora;mes;n;ubicacion;cruce;ubicacion_;nucleo;alcoholemi;gravedad;herido_hos;herido_h_1;fallecidos;alcance;atropello;caida;choque;colision;marcha_atr;salida_de_;sin_clasif;vuelco;autor_desc;n_vehÍc;turismo;furgon;camion;autobus;motociclet;ciclomotor;bicicleta;vmp;peaton;animal;otros;dia_semana;aÑo;fecha;HORARIO_SOL_AMANECER;HORARIO_SOL_OCASO;coord_x;coord_y
"671";13:50;MAYO;;CL VICENTE CHINCHILLA;VERDADERO;CL CA NA CUCO;CALVIA;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;5;"2021";2021/05/20;06:31:00;21:01:00;2.5041088644;39.5635825034
"672";07:00;MAYO;"6";AV PALMERES;FALSO;;MAGALUF;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2021";2021/05/21;06:30:00;21:02:00;2.5306053290;39.5066151047
"673";10:25;MAYO;"29";AV MAR;FALSO;;COSTA DE LA CALMA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";FALSO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2021";2021/05/21;06:30:00;21:02:00;2.4713698904;39.5244354171
"674";23:00;MAYO;"11";CL PUNTA BALENA;FALSO;;MAGALUF;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2021";2021/05/22;06:30:00;21:03:00;2.5391311785;39.5104005710
"675";01:00;MAYO;;CR CALA FIGUERA;FALSO;;SA PORRASSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2021";2021/05/22;06:30:00;21:03:00;2.5179439070;39.5038061554
"676";08:37;MAYO;;AV TOMAS BLANES TOLOSA;FALSO;;COSTA DEN BLANES;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;1;"2021";2021/05/23;06:29:00;21:04:00;2.5661604523;39.5373317432
"677";00:00;MAYO;;CL RIU SIL;FALSO;;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2021";2021/05/24;06:28:00;21:05:00;2.4871381669;39.5197256345
"678";14:10;MAYO;"29";CR ANDRATX;FALSO;;CAS CATALA-SES ILLETES;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;3;"2021";2021/05/25;06:28:00;21:06:00;2.5951994615;39.5462040988
"679";13:00;MAYO;"9";CL CONDOR;FALSO;;SON FERRER;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;3;"2021";2021/05/25;06:28:00;21:06:00;2.5033114504;39.4981090555
"680";08:55;MAYO;"1";CL PINS;FALSO;;PAGUERA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;3;"2021";2021/05/25;06:28:00;21:06:00;2.4513049386;39.5379329537
"681";17:45;MAYO;"1";CL MIGUEL DE CERVANT;FALSO;;COSTA DEN BLANES;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;3;"2021";2021/05/25;06:28:00;21:06:00;2.5673781737;39.5355461119
"682";12:25;MAYO;;CM SON PILLO;FALSO;;SON BUGADELLES;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"3";VERDADERO;FALSO;VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;4;"2021";2021/05/26;06:27:00;21:06:00;2.5147830516;39.5217857706
"683";07:45;MAYO;"41";AV TOMAS BLANES TOLOSA;FALSO;;COSTA DEN BLANES;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;4;"2021";2021/05/26;06:27:00;21:06:00;2.5661775526;39.5378780528
"684";17:05;MAYO;"1";CL ANDREU FERRET SOB;VERDADERO;AV BENDINAT;BENDINAT;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2021";2021/05/28;06:26:00;21:08:00;2.5802880000;39.5324815582
"685";17:30;MAYO;"16";CL SERRAL;FALSO;;ES CAPDELLA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2021";2021/05/28;06:26:00;21:08:00;2.4645531709;39.5794569818
"686";11:20;MAYO;;AV REI JAUME I;VERDADERO;CL RIU SIL;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2021";2021/05/28;06:26:00;21:08:00;2.4885448916;39.5178113010
"687";10:15;MAYO;"4";PZ PORTALS;VERDADERO;PASSEIG CALVIA;PORTALS NOUS;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2021";2021/05/29;06:25:00;21:09:00;2.5728178691;39.5351654052
"688";10:00;MAYO;"1";CL SARAGOSSA;FALSO;;PALMANOVA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2021";2021/05/29;06:25:00;21:09:00;2.5471008182;39.5290704984
"689";15:05;MAYO;"44";CL SANTA LAVINIA;FALSO;;COSTA DEN BLANES;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2021";2021/05/29;06:25:00;21:09:00;2.5671855703;39.5431503452
"690";18:30;MAYO;;PASSEIG CALVIA;FALSO;;EL TORO;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;1;"2021";2021/05/30;06:25:00;21:10:00;2.4761066735;39.4939689829
"691";17:25;MAYO;"25";CL MARGALIDES;FALSO;;BADIA DE PALMA;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2021";2021/05/31;06:24:00;21:10:00;2.5302786232;39.4954108082
"692";18:30;MAYO;;CL ROSA;FALSO;;BADIA DE PALMA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2021";2021/05/31;06:24:00;21:10:00;2.5262645529;39.4963396245
"693";12:20;MAYO;"10";CL CORDOVA;FALSO;;PALMANOVA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2021";2021/05/31;06:24:00;21:10:00;2.5402309977;39.5300902162
"694";20:00;JUNIO;"2";CL CARLOS SAENZ DE TEJADA GARCIA;FALSO;;MAGALUF;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;3;"2021";2021/06/01;06:24:00;21:11:00;2.5343405675;39.5112352168
"695";22:35;JUNIO;"6";AV NOTARI ALEMANY;FALSO;;MAGALUF;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;3;"2021";2021/06/01;06:24:00;21:11:00;2.5318207251;39.5043312838
"696";17:15;JUNIO;;CL QUEVEDO;FALSO;;BADIA DE PALMA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;3;"2021";2021/06/01;06:24:00;21:11:00;2.5261425354;39.4971834449
"697";16:50;JUNIO;"29";CR MAGALUF-S.PONSA;FALSO;;SON FERRER;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;4;"2021";2021/06/02;06:24:00;21:12:00;2.5112666103;39.4966606786
"698";09:15;JUNIO;"6";CL MARGALIDA COLL;FALSO;;PORTALS NOUS;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;4;"2021";2021/06/02;06:24:00;21:12:00;2.5724722139;39.5384035294
"699";18:00;JUNIO;;CR ANDRATX;VERDADERO;CL CALVIA;CAS CATALA-SES ILLETES;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;4;"2021";2021/06/02;06:24:00;21:12:00;2.5968402701;39.5485007645
"701";15:25;JUNIO;"29";CL TORRENOVA;FALSO;;MAGALUF;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;"2";VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;5;"2021";2021/06/03;06:23:00;21:12:00;2.5437775480;39.5096249723
"700";23:45;JUNIO;"2";CL ANTONI M. ALCOVER;FALSO;;COSTA DEN BLANES;Positivo;Sin Heridos;"0";"0";"0";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;5;"2021";2021/06/03;06:23:00;21:12:00;2.5665602163;39.5316199957
"702";16:30;JUNIO;;CR ANDRATX;VERDADERO;CL CALVIA;CAS CATALA-SES ILLETES;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2021";2021/06/04;06:23:00;21:13:00;2.5968309488;39.5485225140
"703";23:20;JUNIO;;CL FEDERICO GARCIA LORCA;FALSO;;MAGALUF;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2021";2021/06/05;06:23:00;21:14:00;2.5352276390;39.5112926978
"704";11:30;JUNIO;;CL CARLOS SAENZ DE TEJADA GARCIA;FALSO;;MAGALUF;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2021";2021/06/05;06:23:00;21:14:00;2.5328429546;39.5115140773
"705";16:40;JUNIO;"6";CL ORATORI;FALSO;;PORTALS NOUS;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2021";2021/06/07;06:22:00;21:15:00;2.5731581019;39.5342019797
"706";18:07;JUNIO;"8";CL RIU SIL;FALSO;;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2021";2021/06/07;06:22:00;21:15:00;2.4873918032;39.5191862360
"707";18:30;JUNIO;"4";CL RIU SIL;FALSO;;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2021";2021/06/07;06:22:00;21:15:00;2.4823521185;39.5181873096
"708";18:20;JUNIO;"3";GV MALGRATS;FALSO;;SANTA PONSA;NEGATIVO;HERIDO_HOSP+24;"0";"1";"0";FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;3;"2021";2021/06/08;06:22:00;21:15:00;2.4608961736;39.5009787438
"709";13:05;JUNIO;"10";CL BELL TURO;FALSO;;PAGUERA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;3;"2021";2021/06/08;06:22:00;21:15:00;2.4458563500;39.5379980554
"710";17:40;JUNIO;"48";AV PEGUERA;FALSO;;PAGUERA;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;4;"2021";2021/06/09;06:22:00;21:16:00;2.4494077431;39.5376671513
"711";14:00;JUNIO;;CL PLATJA;FALSO;;EL TORO;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;4;"2021";2021/06/09;06:22:00;21:16:00;2.4789747219;39.4892759248
"712";23:10;JUNIO;"3";CL TEIDE;FALSO;;PALMANOVA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2021";2021/06/11;06:21:00;21:17:00;2.5432975040;39.5270300609
"713";19:00;JUNIO;;CL CARLOS SAENZ DE TEJADA GARCIA;FALSO;;MAGALUF;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2021";2021/06/11;06:21:00;21:17:00;2.5340663676;39.5113703748
"714";12:55;JUNIO;"3";CL REI FERRAN II;FALSO;;SANTA PONSA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2021";2021/06/12;06:21:00;21:17:00;2.4746620941;39.5114604801
"715";11:10;JUNIO;"8";CL MUSSOL;FALSO;;SON FERRER;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2021";2021/06/12;06:21:00;21:17:00;2.5023244324;39.4943249308
"716";09:30;JUNIO;"114";AV REI JAUME I;FALSO;;SANTA PONSA;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";FALSO;VERDADERO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;7;"2021";2021/06/12;06:21:00;21:17:00;2.4861536316;39.5168947641
"717";13:45;JUNIO;"10";CL CORDOVA;FALSO;;PALMANOVA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;1;"2021";2021/06/13;06:21:00;21:18:00;2.5402743146;39.5301930689
"718";11:55;JUNIO;;AV PORTALS VELLS;FALSO;;PORTALS VELLS;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"3";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;1;"2021";2021/06/13;06:21:00;21:18:00;2.5194693031;39.4717690793
"719";16:37;JUNIO;"11000";PASSEIG CALVIA;FALSO;;COSTA DEN BLANES;NEGATIVO;Fallecido;"0";"0";"1";FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;2;"2021";2021/06/14;06:21:00;21:18:00;2.5588650561;39.5322147305
"720";10:45;JUNIO;;AV TOMAS BLANES TOLOSA;FALSO;;COSTA DEN BLANES;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;2;"2021";2021/06/14;06:21:00;21:18:00;2.5662355264;39.5361990557
"721";17:25;JUNIO;"25";CM QUARTERADES;FALSO;;CALVIA;NEGATIVO;HERIDO_HOSP-24;"1";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;3;"2021";2021/06/15;06:21:00;21:19:00;2.5129382197;39.5625843840
"722";19:00;JUNIO;"71";CL BONAVIDA;FALSO;;PAGUERA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;4;"2021";2021/06/16;06:21:00;21:19:00;2.4340463367;39.5408208381
"723";09:15;JUNIO;"4";CL SANT VICENT;FALSO;;COSTA DEN BLANES;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;4;"2021";2021/06/16;06:21:00;21:19:00;2.5602575033;39.5418135503
"724";22:20;JUNIO;"18";AV OLIVERA;FALSO;;MAGALUF;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;4;"2021";2021/06/16;06:21:00;21:19:00;2.5327551796;39.5101322032
"725";19:30;JUNIO;;CM SON FONT;FALSO;;SON FONT;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"1";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;5;"2021";2021/06/17;06:21:00;21:19:00;2.5130997879;39.5817333216
"726";13:18;JUNIO;"16";CL JARDIEL PONCELA;FALSO;;PALMANOVA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2021";2021/06/18;06:22:00;21:20:00;2.5469436631;39.5273485367
"727";09:38;JUNIO;"83";PS ILLETES;FALSO;;CAS CATALA-SES ILLETES;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2021";2021/06/18;06:22:00;21:20:00;2.5903154009;39.5376096703
"728";00:55;JUNIO;"3";CL VORANOVA;FALSO;;PALMANOVA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2021";2021/06/18;06:22:00;21:20:00;2.5416491978;39.5279233466
"730";15:30;JUNIO;;AV PEGUERA;VERDADERO;CR CAPDELLA;PAGUERA;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2021";2021/06/18;06:22:00;21:20:00;2.4528612632;39.5377681314
"729";00:55;JUNIO;"9";CL CAMELIES;FALSO;;BADIA DE PALMA;Positivo;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;6;"2021";2021/06/18;06:22:00;21:20:00;2.5342854168;39.4984029740
"731";18:55;JUNIO;;GV PENYES ROTGES;VERDADERO;AV SANTA PONSA;SANTA PONSA;NEGATIVO;HERIDO_HOSP-24;"2";"0";"0";FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";FALSO;FALSO;FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;1;"2021";2021/06/20;06:22:00;21:20:00;2.4695928921;39.4967096151
"732";16:40;JUNIO;"9";CL PANORAMICA;FALSO;;PORTALS NOUS;NEGATIVO;Sin Heridos;"0";"0";"0";FALSO;FALSO;FALSO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;"2";VERDADERO;VERDADERO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;FALSO;1;"2021";2021/06/20;06:22:00;21:20:00;2.5705310653;39.5357019228
